Label,text_tokens_stemmed,Label NB
positif,membantuu susun rapi mudah pilih lowong yg sesuai kmampuan kitaa,positif
positif,aplikasi bantu cari kerja sesuai ahli,positif
positif,aplikasi cari kerja yg sesuai skill mudah ayooo semangat cari cuan,positif
positif,aplikasi beri kerja no indonesiajob kasi job kasi job kasiaaaaan,positif
positif,ngedrop cari kerja mentok gak sengaja buka buka aplikasi hadpon temu aplikasi jobstreet coba coba buka mantap loker nya komplit loker loker baru kerja berkat loker jobstreet,positif
positif,bantu cari kerja,positif
positif,jobstreet bagus cari kerja percaya mudah akses,positif
positif,apk sya jdi gampang cari kerja yg sesuai dgan fashion sya,positif
positif,mantap,positif
positif,terap lamar kerja dah loker update,positif
positif,bantu banget cari peluang2 kerjameski blm dpt info panggil lanjut lamar,positif
positif,portal lowong kerja terupdate top bgt dah masuk ya tolong filter loker loker fiktip tipu oknum loker fiktip,positif
positif,keren banget aplikasi ubah semua menu bagus notifikasi email hasil lamar kerja,positif
positif,bantu jobstreet temu lowong kerja sesuai mampu alam jobstreet lowong kerja kriteria sesuai dasar alam ahli yg milik,positif
positif,mudah masuk lamar kerja informasi lowong kerja percaya,positif
positif,5 coba cari lowong kerja aplikasi dapattolong min aplikasi tingkat perluasterima kasih,positif
positif,mantap bantu pencaker,positif
positif,aplikasi bagus rekomended bgt cari kerja tampil baru mudah guna nya cari kerja sukses jobstreet,positif
positif,mudah cari loker ya jobstreet aj deh set up cv browse jobs apply ga ribet cari2 yg laen aj ya,positif
positif,aplikasi jobdesk bagus worth it poko the best wajib instal,positif
positif,good,positif
positif,good,positif
positif,aplikasi yg bantu cari lowong pekerjaanmemudahkan cari pekerjaanmantap pokok,positif
positif,bantu dlm cari kerja,positif
positif,bantu informasi lowong kerja moga informasi lowong nya iklan,positif
positif,mantappp,positif
positif,situs loker percaya indonesia 100 bebas spam,positif
negatif,semenjak update tampilnnya beda susah dapet panggil banget dapet panggil,negatif
negatif,weiii akun gue ilang pas baru aplikasi nya pdhal gw pake dr th 2017 app gimana balikin akun gw adminnn,negatif
positif,aktual,positif
negatif,aplikasi tutup dipuss bos liat email gua hrd gua lamar tau email aplikasi lowong tutup nya knpa lu buka tu loker,negatif
positif,bantu,positif
negatif,aplikasi manfaat gak jelaslamar kerja pke aplikasi slama 3 gak dpt panggil bagus email lngsng usaha nya lngsng dpt interview alhamdulillah lngsng ketrima,negatif
negatif,kalo tampil nya kaya biar ga bingung,negatif
negatif,harap aplikasi jobstreet memberika notifikasi beri kerja merespon lamar kirim lamar baca tolak abai,negatif
positif,saran tambah fitur chat video call recruiter jobseeker bantu fitur thank you,positif
negatif,update ribet banget mending uninstall aja dah,negatif
negatif,tolong posting job kadaluarsa muncul,negatif
positif,nggak login,negatif
negatif,update fitur profil usaha sedia fitur lamar ribet,negatif
negatif,enak update cari kerja 5 kota 1 doang,negatif
negatif,banget loker kadaluarsa posting buang2 ngelamar aja,negatif
positif,good,positif
negatif,aneh loker jobstreet aja update udh kirim pemberitahuan email lamar apply kadaluwarsa heran aja s update udh expire aja,negatif
positif,good,positif
negatif,susah,negatif
positif,senang,positif
negatif,daftar akun google ya,negatif
negatif,udah ngelamar halaman aktivitas nya kosong notifikasi lamar usaha,negatif
positif,bagus cari kerja rekomendasi 100 poko mantap,positif
negatif,bikin sulit jobstreet baru logout disign in sulit alhasil gabisa masuk akun,negatif
negatif,jobstreet byk lowong kerja fiktif,negatif
negatif,posisi banget muncul loker bal,negatif
positif,ok,positif
negatif,tampil buruk sulit ga serti mohon ceo jobsreet pantau,negatif
negatif,bukti perintah gagal nya pengangguranlapangan kerja susahdan syarat usaha bantah,negatif
negatif,byk info loker yg hoax bin ruko bin abal bin tipu alias tipu saran harusny tim kembang apk nyaring si penyediaperekrut karyawan dgn coba researh usaha yg post lamar pencaker kasi org yg dr daerah ingin kerja bantu ekonomi keluarga tanah rantau jd sengsara,negatif
positif,bantu,positif
negatif,gak gak tahap lamar mu smpai gak kontak rekruter gak deadline apply and recruit aja loker post ulang ga nya tim kembang app nya gak tanggung bintang 1 yaaa,negatif
negatif,saran jobstreet kalo info loker yg udah tutup diposting sia2 ngelamar usaha kalo udah tutup,negatif
negatif,ribet daftar nya ga,negatif
positif,good,positif
negatif,bnyk lowong tp kadaluwarsa iklanin bikin sulit aja,negatif
negatif,aplikasi lowong yg lamar 100 kandidat udah 50 lamar apply aplikasi gada satu yg interview aneh,negatif
negatif,aplikasi sampah,negatif
positif,good jobs,positif
positif,update depan tolong tambah filter kerja remote,positif
negatif,2 bintang mohon teliti sedia lowong kode etik nya sedia aplikasi mohon blok buka lowong pake administrasi pinta uang hindar tipu kali panggil interview pinta biaya interview bener langsung pabrikperusahaan nya,negatif
negatif,data orang min nggak lamar usaha data min data disebarin min,negatif
positif,apresied banget,positif
positif,aplikasi mudah cari kerja,positif
negatif,rumit aplikasi,negatif
negatif,kurang aplikasi baru apl gagal total baru mundur sulit cari kerja,negatif
negatif,aplikasi bagus mahal ribet parah,negatif
negatif,bahasa inggris oy gimna ganti bahasa indonesia nya gk paham gw bahas inggris,negatif
positif,very helpful application,positif
negatif,hbyv knob numb how hj,negatif
positif,link bagus guna,positif
positif,bantu,positif
negatif,gaje,negatif
positif,bantu cari kerja,positif
negatif,why is it getting worse nowadays the employers used to be able to contact the candidates straightaway but now they seem to have to use jobstreet as a middle man to contact candidates we dont need that you want to make it better provide category by education or by industry becoming a middle man to employers and candidates is just rubbish,positif
negatif,awas loker yabg sedia kena tipu harap tindak loker tipu,negatif
negatif,diupadate kualitas turun nambah lot please balikin versi,negatif
positif,puas,positif
positif,sekian cari tp panggil,positif
positif,muantabs,positif
positif,bantu tolong klo baru bingung klo lbih mudah user buka tera tolong email perceat,positif
negatif,ya jobstreet apply has gone wrong klo udah apply banyak lamar kadaluarsa klo udah apply usaha tarik or unlikely progress ga lanjut klo apply 10 ngel salah sila coba hubung layan langgan enak yg liat yg lihat lamar mudah tolong baik,negatif
positif,good,positif
negatif,gimana sih lamar kali kali applikasi jawab kadaluarsa lowong tutup tolong sulit lamar kerja mohon baik lamar tipu,negatif
negatif,apk gajelas rekomendasi kerja udah lamar eh pas udah nunggu email lowong udah tutup,negatif
positif,jobstreet bantu proses cari kerja,positif
negatif,scam,negatif
positif,ok,positif
negatif,2013 2024 nggak yg srius usaha rekrut karyawan,negatif
negatif,tolong sesuai ui database singkron bnyak bugs coba tolong upin ipin bnatuannya,negatif
positif,informasi lowong yg yach tolong filter os tks,positif
negatif,pas resume upload suruh pilih pilih telponsim card pas mencet sim card apus aneh orang mah kasih pilih biar buka wps aneh,negatif
negatif,login,negatif
negatif,baharu gampang nambah ribet tambah gatau susah nyangkut baharu,negatif
negatif,loker scam nya coba tolong tindak lanjut loker nya verifikasi coba2 iklan pajang,negatif
negatif,loading ngak bagus d hapus aja aplikasi pusing aja,negatif
positif,driver pribaditruk,positif
negatif,bobrok,negatif
negatif,banyak pt salur yg cek google tdk nama pt dn alamat tsb,negatif
negatif,fitur gaji harap baik range gaji 10 juta anggap rangenya kelipat 5 juta seakanakan minta gaji,negatif
negatif,jobstreet sampah login gagal melulu udah udah user gin,negatif
negatif,hati nyari loker jobstreet bnyk usaha bodong yg ujung duit,negatif
negatif,bagus erti sikas dah ngelamar ga dapet panggil usaha resmi ngelamar yg alam nya tetep aja liat doang profil cape gua nganggur lamar simpen,negatif
negatif,usaha tipu selektif pilih usaha buka lowong,negatif
positif,terimakasih jobstreet bantu cari kerja,positif
negatif,usul team development aplikasi jobstreet tampil reason alas resume cv tolak lolos seleksi usaha ditujujadi lamar cari kerja baik salah lamar instropeksi salah terima kasih,negatif
positif,mantap bantu,positif
negatif,gak login jobstreet 2 ku email sandi pas gerangan jobstreet,negatif
negatif,bingung sistem nya loker nya yg real nya sdh up berkas berkali2 gak respon,negatif
negatif,applikasi susah buka loading nya kembali versi versi nya mudah sulit user,negatif
positif,informasi peluang kerja tanggung,positif
negatif,lokernya tulis kadaluartidak terima lamar diposting,positif
negatif,sih ide baharu jdi ribet banget apply lamar aja bngt tanya taro profile aja informasi lamar,negatif
positif,bantu terbantusukses semuaaamiin,positif
positif,aplikasi bagus bantu butuh kerja,positif
positif,good,positif
negatif,jelek tipi tipu,negatif
positif,terima kasih kerja ewat jobstreet moga limpah berkah jajar manajemen jobstreet mana,positif
negatif,versi baru bug sertif tanggal keluar kadaluarsanya,negatif
negatif,data nomer telpon salah tawar info dapet no jobstreet tau usaha yg data,negatif
positif,ok,positif
negatif,kembali versi,negatif
positif,good job,positif
negatif,usaha perusaahan yg lamar terima panggilantutup pasang iklan,negatif
negatif,arah browser pdahal buka aplikasi selau login lihat data aplikasi,negatif
negatif,bnyak pt pt plsu alias tipu ni sya tipu pt daerah jakarta jauh2 sya dri tangerang smpai loksi duit ga jls 750rbu ngelmar lwat jobstreet tpi pty palsu smpe snah ruko nma pt gda bnyak korban yng tipu sudh byar jga oknum trsbut mke nma pt2 ntuk panggil pra korban sya dpet email dri pt a mislakan yng pt b gedung yng sma smpe snah g jls sruh byar 750rbu mksa tlong dng jobstreet ntuk lbh slektif lgi sma pt bdong,negatif
negatif,tipu y lowong benerannya uptudate ajj menuhin apklikasi doank,negatif
negatif,update gak login,negatif
negatif,jobstreet yg gak banget lowong pas apply notif email loker nya kadaluarsakemaren panggil interview penipuanayo loker tipu jgn apk biar pencaker gak trauma,negatif
positif,rekrut karyawan aplikasi,positif
negatif,update ga masuk,negatif
positif,bantu butuh kerja,positif
negatif,susah banget tembus kalo udah ngirim lamar gada info,negatif
positif,oke,positif
negatif,gabisa log in aneh banget ni aplikasi,negatif
negatif,ga apk nya filter bla bla bla,negatif
positif,fabrikasi buat vesel quality control dimensional,positif
positif,aplikasi simple gampang tinggal adds and aplycuma pas recomended notifikasi merah angkapas buka new ga hilangharusnya scroll bawah hilang notifikasi merahtolong perbaikiterima kasih,positif
positif,nice,positif
positif,moga bantu kerja,positif
positif,saran web pilih lowong kerja a tp apps nggk mohon bagus thanks,positif
positif,update info,positif
negatif,maaf update susah panggil interview beda yg mudah nyari kerja,negatif
positif,lihat detail kerja lamaaa banget muncul pengaruh koneksi internet hp aplikasi,negatif
negatif,isi tipu loker kadaluarsa asu ni apk,negatif
negatif,usaha yg salur kerja hapus posting nya naro kalo lamar tutup anehh nih aplikasi,negatif
negatif,update lengkap cari,positif
positif,mudah mncari kerja,positif
positif,bagus pakai apk bagus,positif
positif,bagus bantu cari kerja,positif
negatif,gk jls jelas2 udah daptar pakay email yg gk masuk buka apdet kacau aplikasi,negatif
negatif,apply lamar apk zonk rekruter aja engga kalo udah lamar tutup kedaluarsa,negatif
negatif,susah upload resume gak,negatif
negatif,ribet ngelamar aja alih aplikasi,negatif
negatif,kecewa bahasa usaha nya sayang ngga ngerti bahasa nya,negatif
positif,app bantu kerja,positif
negatif,info loker banyak hoax nya interview ruko ujung ujung nya uang duluan blom dpt kerja udah ngeluarin uang,negatif
negatif,lamar jobstreet notif usaha panggil interview,negatif
positif,mudah cari kerja,positif
negatif,pakai aplikasi baru login aplikasi,negatif
positif,ok banget,positif
positif,moga kerja pakai apk good job,positif
negatif,upload berkas susah beberapaa kali coba tetep aja gk upload upload lelet bangett bagus jelek aplikasi mohon tingkat terimakasih,negatif
positif,manfaat orang,positif
positif,mudah d paham cman sdkit ubah,positif
negatif,payah semenjak update ubah nya parah jobstreet bangkrut aplikasi buruh lihat kembang cv lamar terima milih lokasi wilayah 1 wilayah suka campur wilayah mohon pecat aja update aplikasi sungguh sampah orang,negatif
negatif,diupdate ga buka nih aplikasinyaparah nih aplikasi jobstreet payah ratus lamar gada kadaluarsa tutup ngapain lu pajang jobstreet sampah ubah kaya aja by seeklebih gampang,negatif
negatif,tolong kembali tampil ssbelumnya benar2 susah tolong dengar guna update lowong kadaluarsa,negatif
positif,ok bgt,positif
negatif,usaha open rekrut kirim lamar balas kadaluarsa terima rekrut,negatif
positif,,positif
negatif,yg versi gimna sih sign in gabisa mulucape banget udah kali kali coba gabisa masuk email password tolong baik,negatif
positif,wc,positif
negatif,diapply zonk aja email jawab lamar kerja tutup kadaluarsa tolong baik tau kalo indonesia susah terima lamar kerja terkadang syarat luar nalar,negatif
negatif,g uraj coba ngelamar tiba2 lowong kerja kadaluwarsa segitunya nyari reting,negatif
negatif,buset apk kirim lamar aja susah bgt aja yg nyesel gw download aplikasi,negatif
positif,support,positif
negatif,tampil asa nambah dpt panggil kerjamending tampil,negatif
negatif,update baru,negatif
negatif,tampil nya semenjak update baru posisi jenis kerja lokasi boleh 1 pilih nya pilih 2 3,negatif
positif,mantap,positif
negatif,sya buka apk jobstreet hilang n hape lansung mati koq gtu yaa d update koq bs hilang gtu,negatif
positif,good,positif
positif,admin lokernya tutup tolong admin tampil,negatif
positif,good,positif
positif,mohon adminuntuk informasi terima pegawai usaha tanggal kadaluarsa tampil kembaliagar mudah cari pekerjaansekian terimakasih,positif
positif,jobstreet komplain cepat tanggap bagus moga hoki kerja,positif
negatif,abis update tingkat susah cari loker usaha bodong cari lamar better update tutup aja jobstreet,negatif
positif,hubung jobstreet express ya,positif
positif,cari kerja driver operational,positif
negatif,udah ratus kali apply gonta ganti cv bagus aja gaada satu yg panggil aplikasi,negatif
negatif,kesini cakep dekil gambar,negatif
negatif,7776,negatif
negatif,gak bentar bentar update bentar bentar update,negatif
positif,nice information bantu cari kerja,positif
negatif,xiaomi redmi 12 login loading can not log in,negatif
negatif,abis diupgrade kosong gak enak model sebal model,negatif
positif,good,positif
positif,mantap dah bantu,positif
negatif,lamar tp tdk panggil gk sieh lowong kerja nya,negatif
negatif,tampil bikin susah update resume aja kagak nya kek aja update resume gampang mah susah pilih wps nya,negatif
positif,mantap aplikasi bantu hidup cari kerja,positif
positif,susah bingit nie jobstreet udah ganti susah masuk nya haduh coba baik lgi terima kasih,negatif
positif,ready to work,positif
negatif,baharu ribet bagus,negatif
negatif,bagus mudah upgrade mudah cari usaha dilhat usaha gak lanjut ubah status lmaranmu lanjut tampil lamar usaha dilhat panggil panggil interview kalo kemmajuan aplikasi buat tampil inbox langsung aplikasi usaha inbox plamar lwat aplikasi,negatif
negatif,ngelamar mari oper aplikasi nyusahin,negatif
positif,bagus bantu cari kerja tp program proses lamar ribet simpel yg,positif
negatif,jobstreet rekrut karyawan lamban aplikasi update panggil,negatif
negatif,lamar joobstreet aja wa lowong kerja alamat intervew alamat kantor wa nama pt yg beda oknum nih yg jual data orang,negatif
negatif,update riwayat lamar sebelumnyahanya riwayat susah panggil interview riwayat lamaranriwayat lama2 panggil interview lamar lama2 semenjak update jelas usaha yg lamar detail mohon ganti tampil yg,negatif
negatif,jelek bingung tampil baru bagus versi,negatif
negatif,ku tampil isi data sulit sukar paham,negatif
negatif,up grade bingung lot hp bagus tampil yg simpel mudah baca,negatif
positif,lumayan bagus cari kerja,positif
positif,overall bagus jdi simple ubah hilang contoh info usaha buka loker,positif
positif,mantap bantu cari kerja,positif
negatif,woy baca jobstreet skrng ribet parah kaga ngirim unggah cv ngelamar bener,negatif
positif,mantap,positif
negatif,update bagus update sampah,negatif
negatif,suliitttttt login email password sesuai loading lamaaaaaa bangetttt please baik,negatif
negatif,jelekbagus yg perbaharuilangsung uninstal,negatif
negatif,susah nyari kerja 2022 gak dapet panggil aplikasi tau lamar udah tutup usaha pilih wkwkwkwk,negatif
positif,construction superintendent steel structure civil construction and fabrication erection steel structure,positif
positif,panggil kerja aplikasi bnyak loker tp blum yg nyangkut yg kualifikasi smuaa,positif
negatif,bagus model upgrade aplikasi tampil gak bagus susah filter lokasi kerja detail usaha baik model model bagus detail banding bagus tampil,negatif
positif,aneh apk lowong gak aja yg terima apk lowong kerja pajang iklan setia kirim lamar gak balas lowong tsb gak mutu dak manfaat,negatif
negatif,mohon milik aplikasi yg tipu mengatasnamakan aplikasi kak foto foto profil aplikasi salah nama oknum tanggung kak mohon bantu aman cari kerja terimaksih,negatif
positif,dapet kerja aplikasi jobstreet emang aplikasi recommend banding aplikasi2 cari kerja yg thanks jobstreet,positif
positif,good,positif
negatif,baru sampah buka menu aja bgt habis unggah resume cv aja loading,negatif
negatif,aman tingkat bgt yg nawarin kerja online nipu database jobstreet parah sih data disalahgunakan,negatif
positif,good job,positif
positif,ok,positif
positif,sngt bantu,positif
negatif,aplikasi yg parah parah searching lowong pakai keyword yg muncul dr gak relevan keyword tambah range gaji around expected salary apply usaha sprti pilih kucing karung usaha gerah expected salary ny lamar yg offering salary ny rendah kembali mode jobstreet yg dlu,negatif
positif,very good,positif
negatif,jonstreet sekang aplikasi koq lari nya web,negatif
negatif,alhamdulillah aman aplikasi mudah kerja,positif
negatif,habis update susah masuk reset password 4 kali masuk balik versi woi,negatif
negatif,isi loker tipu,negatif
negatif,program ribet hasil cari program,positif
negatif,aneh skrng aplikasi gabisa login coba email kendala cs ttp aja gabisa login turun drastis segi kualitas,negatif
negatif,udah 1 tau apk terbyata abal abal yahhsmoga berkah,negatif
positif,better information,positif
negatif,baharu mudah sulit semangat tim pengaruh aplikasi nya,negatif
negatif,akun sampe gak panggil usaha lamar formalitas aplikasi engga,negatif
negatif,ribet,negatif
positif,mantap,positif
negatif,hadeuh gmna seh jobstreet data sebar tiga pakai jobstreet kali data salah udh gak safety,negatif
positif,apk coba bantu sih kurang aplikasi 1lowongan pilih tampil beranda lowong umumtampilan lowong 2tak notifikasi lowong baru 3lowongan simpan 4tak ting notifikasi icon tombol ting ting informasi terang moga baharu nyaman guna 5lokasi lowong kota propinsi,positif
positif,bantu,positif
negatif,info lowong kerja fiktif sesuai recruitment jb konfirmasi usaha tersebutjangan download,positif
negatif,aplikasi ya login mobile web ya aneh bug mohon laku unit testing qa engineer ya sedih,negatif
negatif,baru buka bagus ribet gk efektif,negatif
negatif,update ribet login langsung aplikasi mesti alih chrome gak buka taut,negatif
negatif,baharu jelek banget,negatif
positif,mantaap,positif
negatif,jelek bangetsetelah update muka bingung buka google chrome,negatif
negatif,aplikasi sulit daerah pontianak adopsi referensi orang dekat lowong kerja dishare lowker dr jobstreet batas formalitas dr usaha but jkrt relevan aplikasi,negatif
positif,manfaat,positif
positif,tolong mudah kerja,positif
positif,bantu,positif
positif,bantu orang kerja,positif
negatif,update jam kerja skrg ribet rang baik fitur hapus tp optimal,negatif
negatif,aplikasi useless lowonganya udah kadaluarwa ngapain rekomendasi aneh bgt,negatif
negatif,lowong yg udah kadaluarsa wkwkwk kirain update dapet email lowong tutuptp aja muncul,negatif
negatif,broken klo loker tutup ya hapus postingannya lawak bener,negatif
negatif,panggil kerja ruko tipu,negatif
positif,guna,positif
negatif,orang dalem susah,negatif
negatif,user interface ramah user,negatif
positif,loker palsu,negatif
negatif,parah yg baru mudah sulit klik lamar masik klik bolak masukin email lg update trus habis update syulit bu aplikasi nya sengaja x laku tdk org,negatif
positif,,positif
negatif,updatenya sampah loading searching fix uninstall aplikasi,negatif
negatif,aplikasi minggu update kali kali ya aplikasi tentu wkt tutup lowong kerja,negatif
positif,nice,positif
positif,moga mudah cari kerja kawan jauh tsb orangdalem bawa kerjaberbayar goodjobs,positif
negatif,diupdate mulu jelek lg tampil bikin ribet,negatif
negatif,baharu by seek ga login muter,negatif
negatif,undang interview fiktif interview ruko minta uang,negatif
positif,bagus bantu,positif
negatif,skrg blum panggil kerja,negatif
negatif,guna pilih unggah foto,positif
negatif,buruk loker tdk update ekposure lamar tdk bagus,negatif
negatif,login error,negatif
negatif,aplikasi ga guna download apply lamar ga panggil interview yg nunggu lowong nya tutup ga lanjut,negatif
positif,the best,positif
positif,baguhs,positif
negatif,data hilang sial nih tim baru jobstreet susah aja,negatif
negatif,cv nya tarik ngelamar jobstreet sih kaya nggak harap buang menuhin email pemberitahuan,negatif
negatif,aplikasi ggga pangilan siniyang lamar kadaluarsa,negatif
positif,bagus,positif
negatif,sampah,negatif
positif,staf produksi pt pos pt kelapa sawit,positif
negatif,lambat info loker kadang2 1 minggu lokernya 1 minggu iklanya terimakasih,positif
negatif,diupdate suruh login parah,negatif
negatif,baharu tarik mudah cari kerja sulit deh,positif
positif,mudah mudah aplikasi kerja,positif
positif,mantap,positif
negatif,capek bgtt dpt email dri jobstreet klo lowong yg lamar dah tutup gua apply pas 12 lowong posting udh sekian dpt info lowong dah tutup kacau gmna sistem nya si ga dpt kerja kagak yg dpt info lowong udh tutup doang kayak ga urusin ni app payah,negatif
negatif,aman nya skrg kemarin dpt usaha fiktif suruh bayar pulo gebang skrg aneh lihat yg lamar usaha aja situ tera yg lamar 100 sebut sih yg lamar 1rb2rb org takut anggur ya turun bintang satu fiktif usaha gak recruitment nya,negatif
negatif,baru mulu bosen,negatif
positif,,positif
negatif,abis perbaurin login susahudh hasil login suru masuk or daftar udah daftar tampil udah masuk make akun yg tampil tetep gaje sumpah turun b1 sory,negatif
negatif,tampil baru jobstreet bingung ubah tampil susah lamar kerja kalo tampil kaya gin,negatif
negatif,knp ga buka udah komplain kali kali ga ubah,negatif
negatif,loker yg kadaluarsa aja tampil,negatif
negatif,datadata hapus file nya hilang baharu bingung,negatif
positif,ok tks,positif
negatif,password salah login ganti password tetep salah,negatif
negatif,aplikasi lowong kerja bohong lowong kerja lamar email yg masuk lamar jobstreet lamar kadaluwarsa mending lowong kadaluwarsa keterlaluansementara lamar harap masuk harap zoonk menghimbau donlod aplikasi sampah leceh nama juang cari kerja,negatif
negatif,aplikasi buruk lowong unjung aja aplikasi kerja yg terima lowong,negatif
negatif,balik versi aja baru bagus jelekk bagus versi,negatif
positif,suka aplikasi mudah cari lowong fitur jalan baikbanyak loker nya,positif
negatif,bikin bingung,negatif
negatif,teryata jobstreet jelek banget akun masuk bagusteryata kualiatasnya buruk selamat tinggal jobsteet hapus aplikasi download aplikasi sistem mohon baik aplikasi sumpah buruk banget,negatif
positif,operator forklift,positif
positif,bagus,positif
negatif,aplikasi kontolll makah ubah pengaturanya,negatif
negatif,gak login kirim via email tanggap,negatif
negatif,baru ubah data hilang,negatif
negatif,mohon maaf ga login ga apply,negatif
negatif,tampil aja ga sih yg skrang bikin bingung liat loker filter,negatif
negatif,guna setia jobstreet kali kecewa ubah baru nyapencarian susah paham lowong kerja apply lamar ribetmasih bagus versi susah paham tampil membingungkantolong donk rubah versi ajaterima kasih,negatif
positif,liat orang lamar hehe,positif
negatif,baru gak enak tampil,negatif
negatif,baru login tolak chrome tetep enak versi,negatif
positif,interface baru bagus bantu proses lamar ya blm panggil kerja jobstreet platform gratis yg tawar ribu lowong tampil oke minim bug fitur yg kasih kerja yg lamar sesuai ekspektasi gaji sayang liat gaji loker yg cantum nominal,positif
negatif,wwww wwa wllwwwla lwl lwllw w l awlwll la llw w lw wawwlwlwawwlwllwl w l l l l wal l l ll wa oa l l ll a l lal www,negatif
positif,muas,positif
positif,cari loker driver perintah,positif
negatif,masuk upgrated pdahal pasu email yg bnerdan terang diri masuk,negatif
negatif,langsung uninstallmenunya ribet sulit erti gak filter,negatif
positif,good,positif
negatif,baharu kacau akun gak masuk id sandi udah pas,negatif
positif,goosimple and easy to use,positif
negatif,knp ga support ya hp sy error something went wrong please try again later hp vivo sy ga bs login tp hp android anak sy bs mohon baik,negatif
positif,bantu terimakasih,positif
positif,good,positif
negatif,diupdate buka muter muter trus,negatif
negatif,baik nya update,negatif
negatif,ya baru login,negatif
negatif,lengkap gampang eh gataunya ribet filter cari 1 3 minggu ga sedia langsung uinstal,negatif
negatif,bs short lokasi range gaji bikin kasih tau udah kasih bintang 5,negatif
positif,manfaat,positif
negatif,update aplikasi ngk bagus versi,negatif
negatif,update guna update ribet,negatif
positif,oke,positif
negatif,login akun jobstr aplikasi error,negatif
positif,oke aplikasi,positif
negatif,10001 yg d proses interview paling2 cuman muncul notif lowong tutup,negatif
negatif,baru burik gin bagus versi fast respon tanggap usaha bagus,negatif
negatif,payah lowong buka 7 yg 30 email lamar tutup tolong benahin sistem nya,negatif
negatif,gasuka dng tampil yg skr,negatif
negatif,aplikasi jobseeker sesuai jenis lowong kerja valid,positif
negatif,yg cari recruiter spek gmn sih prasaan udh upload berkas dr 8 yg ga maju ga progress yg lamar kelas operator pakai ijasah s1 bolakbalik ganti model cv dll hasil zonk cv nya ga nyampe hrd,negatif
positif,mantab,positif
positif,upgrade bagus kalo d buka web ga tau kompetitor lamar yg lamar orang didik rendah tara kali lamar lihat usaha,negatif
positif,mentor,positif
positif,mohon min tambah flagging status lamar job list biar tau lamar jg ditambahin status kalo rejected list jobnya gk submit ulang kalo gak ditandain lamar bingungitu2 yg muncul udah sempet apply gara2 gaada status jdi resubmit lgidikasih flagging color list yg reject process review,negatif
negatif,login,negatif
positif,bantu,positif
positif,bantu mudah lamar majubterus jobstreet,positif
negatif,gabisa login sampe udah reset password tetep aja bal login,negatif
positif,bantu,positif
negatif,update tampil ngeblank lot gak muncul2 gimana kerja uninstall aja buang2 kuota,negatif
positif,lengkap update,negatif
positif,ok,positif
negatif,baharu bagus aneh gak aplikasi,negatif
negatif,ga bro henti ngasih notif gmail gua bikin keliru aja notif panggil kerja campur notif gajelas lu,negatif
negatif,kecewa filter range gaji waste time proses recruitment kandidat recruiter deal proses,negatif
positif,,positif
negatif,tolong sortir lowong kerja sampah tipu bgt tipu,negatif
negatif,ruwet,negatif
negatif,update aplikasi ribet maaf uninstall,negatif
positif,keren,positif
negatif,ribet,negatif
positif,bantu,positif
negatif,update gabisa buka,negatif
positif,ok,positif
negatif,buruk bagus tampil kembang pintar bodoh fitur bingung,negatif
negatif,susah buka apk gadget ya baru alih chrome sesuai email password tp muncul tulis something went wrong try again later try agajn berharihari bagus apk,negatif
positif,bantu cari kerja,positif
negatif,new version is suck large load time when search job lol and new ui is very confusing me,positif
negatif,baru akun hilang,negatif
negatif,email info kerja browser aplikasi ga otomatis ribet skrg,negatif
negatif,gak satu panggil aplikasi nih,negatif
negatif,ribed,negatif
negatif,update sampah sortir wilayah lari mana sortir gaji ribet orang cari lowong,negatif
positif,komunikatif cari kerja,positif
positif,terima kasih salur media cari kerja kasih bintang 5 app ya dah ga baru langsung trus login ga muterrr ditungguin lama gitu sya pikir signal paket kali ya buka app youtube medsos lancar aja ter ta aplikasi aja yg masalah log out ga bsa sign in putus uninstall,negatif
negatif,kecewa banget tampil yg mending kaya mudah ajar segi lamar rekruter,negatif
positif,kren,positif
positif,laksana pryek awas k3,positif
negatif,login buka email browser update ya update buka email langsung buka aplikasi,negatif
negatif,versi jelek gak shortir daerah nyak repot scroll lowong sabang merauke,negatif
positif,aplikasi manfaat,positif
positif,bantu info akurat hoky,positif
positif,bagus aplikasi whatsappnya bosqeu,positif
negatif,aplikasi merefresh tinggal aplikasi ribet cari buka,negatif
positif,bantu cari kerja,positif
negatif,khusus jobstreet versi baru bagus developer yg buat uninstal,negatif
negatif,masuk akun jobstreet,negatif
negatif,skrng susah login kuk mlulu,negatif
negatif,aplikasi abal 100 apply lamar ngk respon n tanggap,negatif
positif,blm paham klau lamar yg lamar balas nya,positif
negatif,buruk bgt lamar kerja eror saran jgn download deh,negatif
positif,bagus manfaat,positif
negatif,kelas jobstreet aja loker tipu,negatif
negatif,bagus versi baharu sekrang bingung ribet,negatif
negatif,tampil user friendly background hitam nyaman bagus versi,negatif
negatif,sampah banget baru jobstreet inimakin upgrade ga bener ga pakelog in ga klik ga heran mending delet aja aplikasi ga mutu,negatif
positif,perusahaan2 nya iseng lowong biar ramein aplikasi aja minimal kenain sanksi admin rusa nya lamar yg gak liat,negatif
negatif,usaha muncul jobstreet kadaluarsa iklan lowong kerja yg kadaluarsa muncul,negatif
negatif,gatel,negatif
positif,bantu cari kerja,positif
negatif,maaf d update ga masuk log intolong d benerin aplikasi,negatif
