content,text_tokens_stemmed,Label,Label NB,Label NB Average
"Hewannya masih sedikit, jalan tidak berpaving mungkin jika hujan jalan akan becek. Semoga renovasinya segera usai dan bisa seperti taman safari di tempat lain.",hewan jalan berpaving hujan jalan becek moga renovasi taman safari,positif,positif,positif
"Untuk ukuran pantai di pesisir utara Jawa, Safari Beach ini sangat recommended. Meskipun lokasinya dekat dengan PLTU, tapi pantai nya bersih. Tiket masuk 50K per orang, ditambah retribusi kawasan 5K, lumayan mahal sih memang. Lokasinya ",ukur pantai pesisir utara jawa safari beach recommended lokasi pltu pantai nya bersih tiket masuk 50k orang tambah retribusi kawasan 5k lumayan mahal sih lokasi,positif,positif,positif
"Main di pantai jangan mandi di pantai karena tidak ada kamar mandi untuk bilas atau mandi. Cukup main air aja
Ngopi di pinggir pantai asik santai ",main pantai mandi pantai kamar mandi bilas mandi main air ajangopi pinggir pantai asik santai,positif,positif,positif
Tidak sesuai ekspektasi,sesuai ekspektasi,negatif,positif,positif
Tempatnya nyaman,tempat nyaman,positif,positif,positif
"asik lah, bayar 50rb perorang",asik bayar 50rb orang,positif,positif,positif
Bagus,bagus,positif,positif,positif
"Bagus sich, bersih.. Keren lah..
Salam dari TK Annida, Pegandon, Kendal",bagus sich bersih keren lahsalam tk annida pegandon kendal,positif,positif,positif
Menyesap,sesap,positif,positif,positif
"Tempat safari ini tidak begitu besar seperti Taman Safari lainnya yang ada di Bogor, Prigen atau Bali.
Pertunjukan utamanya adalah lumba-lumba. Mereka memiliki berbagai pertunjukan ",safari taman safari bogor prigen balipertunjukan utama lumbalumba milik tunjuk,positif,positif,positif
"Bagussss banget view pemandangannya, pinggir pantai tapi tidak terik karena angin sepoi2 dan banyak pohon. ",bagussss banget view pandang pinggir pantai terik angin sepoi2 pohon,positif,positif,positif
"Pas hari Minggu...kmrn...air d toilet maupun d tempat bilas tdk lancar,dan antrinya banyak...kurangnya fasilitas tempat mandi/toilet...kurangnya informasi tempat penukaran voucher...tempatnya sih cukup luas...enak bwat leyeh²...",pas minggukmrnair d toilet d bilas tdk lancardan antri banyakkurangnya fasilitas manditoiletkurangnya informasi tukar vouchertempatnya sih luasenak bwat leyeh,positif,positif,positif
"Kesini pas hari minggu jadi lumayan crowded yaa.. Primadona nya ya dolphin show nya sih teteeep.. Semoga tempat ini bisa terus dikembangkan lagi lebih baik, lebih komplit jadi lebih asiiik main kesini..",kesini pas minggu lumayan crowded yaa primadona nya ya dolphin show nya sih teteeep moga kembang komplit asiiik main kesini,positif,positif,positif
Bagus untuk keluarga terutama anak2,bagus keluarga anak2,positif,positif,positif
"ga niat mau kesini, tadi mau ke pagilaran, tapi bingung nanti di sana mau ngapain, karena bareng sama anak yaudah kami ke safari beach jateng ini, sempat lihat di postingan instagram, tapi sebelumnya belum pernah kesini, langsung aja lihat ",ga niat kesini pagilaran bingung ngapain bareng anak yaudah safari beach jateng lihat postingan instagram kesini langsung aja lihat,positif,positif,positif
"Safari Beach Jateng, tempat wisata pantai ini wajib anada kunjungi ketika berada di Batang. Tempatnya aman nyaman dan tentu saja indah. Sehingga kita bisa beraktifitas luburan disana dengan menyenangkan.",safari beach jateng wisata pantai wajib anada kunjung batang tempat aman nyaman indah beraktifitas luburan sana senang,positif,positif,positif
"Sangat rekomend bgt untuk wisata keluarga,terlebih yg punya balita seperti saya,akses mudah dan bagus,TDK seperti wisata pantai lain.",rekomend bgt wisata keluargaterlebih yg balita sayaakses mudah bagustdk wisata pantai,positif,positif,positif
?????????????????? ???????? ,,positif,positif,positif
"Lumba-lumba adalah mamalia laut yang sangat cerdas, selain itu sistem alamiah yang melengkapi tubuhnya sangat kompleks. Sehingga banyak teknologi yang terinspirasi dari lumba-lumba. Salah satu contoh adalah kulit lumba-lumba yang mampu ",lumbalumbaadalahmamalialaut sangatcerdas sistem alamiah lengkap tubuh kompleks banyakteknologiyang inspirasi lumbalumba salah contoh kulit lumbalumba,positif,positif,positif
"Tiket per orang 50k. Sdg kan tiket kendaraan 10k. Tiket di pintu masuk awal itu lupa berapa heheee.
Bagus sih kalo menurut ku. Wisata edukasi untuk anak². Kesana bareng suami, ",tiket orang 50k sdg tiket kendara 10k tiket pintu masuk lupa heheeebagus sih kalo ku wisata edukasi anak kesana bareng suami,positif,positif,positif
"Menarik sekali wisata terbaru di pantai sigandu ,yang penuh dengan Edukasi cocok sekali buat ,anak 2 dan dewasa ,1 bulan lalu harga tiket 50k ,",tarik wisata baru pantai sigandu penuh edukasi cocok anak 2 dewasa 1 harga tiket 50k,positif,positif,positif
"Tempat wisata safari yg lengkap, bagus utk edukasi anak.",wisata safari yg lengkap bagus utk edukasi anak,positif,positif,positif
"untuk piknik keluarga cocok, apalagi punya anak anak
disini banyak binatang, tempatnya juga nyaman untuk rekreasi",piknik keluarga cocok anak anakdisini binatang tempat nyaman rekreasi,positif,positif,positif
Lumayan,lumayan,positif,positif,positif
wah emezing terbesar di kota batang,emezing besar kota batang,positif,positif,positif
Koleksi hewannya kurang banyak tp ok buat anak2,koleksi hewan tp ok anak2,positif,positif,positif
mantap dan luar biasa. Ayo Piknik di Taman Safari Beach Batang ajah?? ,mantap ayo piknik taman safari beach batang ajah,positif,positif,positif
"Alhamdulillah ..
Cukup nyaman, di atraksi burung dn operet kucing, anjing dn ms pstugas.
Syng dikit, d ikan lumba .. Penonton pd kepanasan, kolam  sebagian terpapar ",alhamdulillah nyaman atraksi burung dn operet kucing anjing dn ms pstugassyng dikit d ikan lumba tonton pd panas kolam papar,positif,positif,positif
"Pantai nya ga terlalu luas, tp seru buat bareng keluarga, pinggir pantai disediain bantal2 buat rebahan, nyantai depan pantai., sblm ke pantai bisa keliling2 liat koleksi hewan yg ada di mini zoo.,",pantai nya ga luas tp seru bareng keluarga pinggir pantai ain bantal2 rebah nyantai pantai sblm pantai keliling2 liat koleksi hewan yg mini zoo,positif,positif,positif
"Bagus, tempatnya bersih, menarik, sayangnya pas mo nuker kupon makan siang pelayanannya jutek",bagus tempat bersih tarik sayang pas mo nuker kupon makan siang layan jutek,positif,positif,positif
Joss,joss,positif,positif,positif
"Mantul ! Mantap betul. Sekarang bagian depan sudah rapih, tiket masuk 50rb per orang kecuali infant dibawah 2 tahun (awal desember 2022)",mantul mantap rapih tiket masuk 50rb orang kecuali infant bawah 2 desember 2022,positif,positif,positif
Beberapa kali berkunjung ke sini sudah semakin berkembang dan beberapa tempat sudah ada pengembangan serta fasilitas nya juga bagus.... Sangat bagus untuk wisata edukasi buat anak anak,kali kunjung kembang kembang fasilitas nya bagus bagus wisata edukasi anak anak,positif,positif,positif
"kesana hari sabtu, selain bisa lihat atraksi lomba², dan hewan² lain
di pinggir pantai juga ada live musik dan pertunjukan fire dance...puas buanget pokoknya.",kesana sabtu lihat atraksi lomba hewan laindi pinggir pantai live musik tunjuk fire dancepuas buanget pokok,positif,positif,positif
Cocok sbg wisata keluarga dan edukasi utk anak2 agar menambah wawasannya ttg satwa.,cocok sbg wisata keluarga edukasi utk anak2 tambah wawas ttg satwa,positif,positif,positif
"Tempat wisata safari beach cocok buat yang suka melihat taman, binatang dan suasana pantai.
Sore hari di pantai ada live music
Untuk makan dan minum harga diatas harga pada umumnya",wisata safari beach cocok suka taman binatang suasana pantaisore pantai live musicuntuk makan minum harga atas harga,positif,positif,positif
"Tempat dan lokasinya cocok buat liburan keluarga, pegawai nya ramah2 dan sopan",lokasi cocok libur keluarga pegawai nya ramah2 sopan,positif,positif,positif
Menyenangkan sekali berkunjung kesana apalagi bisa membawa keluarga dan anak tercinta,senang kunjung kesana bawa keluarga anak cinta,positif,positif,positif
"Mini zoo yg terletak di pinggir pantai Sigandu.
Untuk atraksi pertunjukannya, mungkin sound nya kurang besar dan penonton tidak ",mini zoo yg letak pinggir pantai siganduuntuk atraksi tunjuk sound nya tonton,positif,positif,positif
"Kalau malam suasananya asyik banget, untuk keluarga ok, sama pasangan bikin syahdu.",malam suasana asyik banget keluarga ok pasang bikin syahdu,positif,positif,positif
"Tempat nya enak sekali sejuk adem juga tidak panas hewannya juga lucu"" & banyak serta dilatih dengan baik",nya enak sejuk adem panas hewan lucu latih,positif,positif,positif
"htm @50k (free voucher makan 10k).
Aktivitas yang bisa dilakukan disana: ",htm free voucher makan 10kaktivitas sana,positif,positif,positif
Masih pembenahan,benah,positif,positif,positif
"Tempatnya lumayan bagus, cuma jalanan nya kemarin masih belum jadi, jadi masih terlalu becek, cocok untuk rekreasi",tempat lumayan bagus jalan nya kemarin becek cocok rekreasi,positif,positif,positif
"Biasa ja, msh kurang koleksi binatang dan makanannya mahal mahal dan tidak enak",ja msh koleksi binatang makan mahal mahal enak,negatif,positif,positif
"Wisata hiburan, bermain, edukasi yang cocok untuk keluarga. Nikmati kebersamaan bersama keluarga maupun kerabat dengan suasana alam yang teduh, pantai yang indah juga bisa menikmati berbagai atraksi satwa yang jarang kita temui.",wisata hibur main edukasi cocok keluarga nikmat sama keluarga kerabat suasana alam teduh pantai indah nikmat atraksi satwa jarang temu,positif,positif,positif
"Lumayan bagus, setidaknya bisa mewakili kehadiran taman safari Bogor di wilayah batang dan sekitarnya",lumayan bagus wakil hadir taman safari bogor wilayah batang,positif,positif,positif
Tempat yang bagus dan berpotensi menjadi lebih baik,bagus potensi,positif,positif,positif
Oke saja lah,oke,positif,positif,positif
"parkiran dan pantai sudah rapi dan bagus, tinggal kandang hewan masih proses renovasi per tanggal 15 nov 2022",parkir pantai rapi bagus tinggal kandang hewan proses renovasi tanggal 15 nov 2022,positif,positif,positif
Tempat Happy keluarga,happy keluarga,positif,positif,positif
Bagus sekali,bagus,positif,positif,positif
"Piknik RT.. Taman Safari mini, lumayan buat nyenengin anak2..",piknik rt taman safari mini lumayan nyenengin anak2,positif,positif,positif
Itu tempat yang sangat bagus... Ini masih dalam tahap renovasi. Nanti akan lebih baik,bagus tahap renovasi,positif,positif,positif
"Seru...
Meski panas2an...
Gerah banget... ",serumeski panas2angerah banget,positif,positif,positif
Sy datang rombongan..per org 50rb..tp trnyt klo mau ke atv atau naik gajah bahkan foto jg dikenai cash tambahan..lbh baik ada harga disediakan yg include..brp jd udah keseluruhan..,sy rombonganper org 50rbtp trnyt klo atv gajah foto jg kena cash tambahanlbh harga sedia yg includebrp jd udah,positif,positif,positif
Bagus...cuma prasarananya msh blm ada yg blm dperbaiki,baguscuma prasarana msh blm yg blm dperbaiki,positif,positif,positif
rekomen banget...,rekomen banget,positif,positif,positif
Bagus bangettt,bagus bangettt,positif,positif,positif
"Keluarga sangat happy...tempatnya luas.
Pantainya bagus, hewan² sangat terawat.",keluarga happytempatnya luaspantainya bagus hewan awat,positif,positif,positif
Bagus dan menyenangkan untuk keluarga,bagus senang keluarga,positif,positif,positif
Fasilitas dan lokasinya cukup bagus utk wisata keluarga..bagus lagi kalau ditingkatkan kebersihannya...,fasilitas lokasi bagus utk wisata keluargabagus tingkat bersih,positif,positif,positif
Bagus tempatnya untuk edukasi anak mengenai macam2 hewan. Harga tiket masuk sudah termasuk semua pertunjukkan hewan didalam. Selain edukasi hewan juga kita bisa menikmati suasana pantai yg syahdu.,bagus tempat edukasi anak macam2 hewan harga tiket masuk tunjuk hewan dalam edukasi hewan nikmat suasana pantai yg syahdu,positif,positif,positif
Pantai & mini zoo,pantai mini zoo,positif,positif,positif
Nyaman buat liburan keluarga,nyaman libur keluarga,positif,positif,positif
Sebagai orang Semarang yg hiburan kebun binatang hanya bonbin. Menurut saya wisata di Safari Beach Jateng cukup bagus dan menarik. Kenapa menarik? saat ini kondisinya sudah di renovasi jadi selain melihat binatang dan atraksinya bisa ,orang semarang yg hibur kebun binatang bonbin wisata safari beach jateng bagus tarik tarik kondisi renovasi binatang atraksi,positif,positif,positif
"tadinya mau bintang 5, tapi pas ke sini weeekend trus shalat ashar di musholanya, kecium aroma ga sedap dari ruangan sebelah yg katanya ruang cuci piring/perkakas, jadi ga nyaman banget :((",bintang 5 pas weeekend trus shalat ashar musholanya cium aroma ga sedap ruang belah yg ruang cuci piringperkakas ga nyaman banget,positif,positif,positif
"HTM: 50rb (mendapat kupon diskon 10rb tiap tiket untuk potongan makanan/minuman di booth² yg tersedia, dan free nonton animal show di jam² tertentu. ",htm 50rb kupon diskon 10rb tiket potong makananminuman booth yg sedia free nonton animal show jam,positif,positif,positif
lumayanlah untuk edukasi anak,lumayan edukasi anak,positif,positif,positif
"Semuanya ok, sedikit saran utk tempat duduk pengunjung di arena lumba lumba bisa ditmbh atap/penutup lgi, saya kesana di jm 3 sore panas banget, utk menu makanan/minuman bisa ditambah lgi stand stand nya",ok saran utk duduk unjung arena lumba lumba ditmbh atappenutup lgi kesana jm 3 sore panas banget utk menu makananminuman tambah lgi stand stand nya,positif,positif,positif
"Lumayan lah, untuk pantai enak buat renang anak2 ombak kecil",lumayan pantai enak renang anak2 ombak,positif,positif,positif
"Htm 50k
Kalau pengen dapet semua event usahakan nyampe tempat nya jam 10 pagi paling lambat. ",htm 50kkalau ken dapet event usaha nyampe nya jam 10 pagi lambat,positif,positif,positif
Wahana rekreasi Keluarga Yang terjangkau dan cukup Bersih... tingkatkan..?? ,wahana rekreasi keluarga jangkau bersih tingkat,positif,positif,positif
"Asik ada bonbin+pantai, ada pertunjukan hewan jg, anak2 suka",asik bonbinpantai tunjuk hewan jg anak2 suka,positif,positif,positif
"??????????
Mohon pembayaran EDC atau QRIS di perbanyak di setiap food court ",mohon bayar edc qris banyak food court,positif,positif,positif
"Hewannya banyak juga, aku paling suka meraknya sih, indah banget.. ada lumba lumba, burung burung, kuda, dll.. jajanan juga komplit, kalau malam romantis banget.",hewan suka merak sih indah banget lumba lumba burung burung kuda dll jajan komplit malam romantis banget,positif,positif,positif
Baguss dan sangat edukatif.cocok buat liburan sama anak-anak,baguss edukatifcocok libur anakanak,positif,positif,positif
"Batang dolpin center berubah nama menjadi safari beach jateng, sepertinya memang sudah dikelola ""safari"" karena hewan hewannya sudah bertambah banyak, ada gajah dan lain lain. Kemarin saat disana htm untuk masuk ke safari beach jateng 50 ",batang dolpin center ubah nama safari beach jateng kelola safari hewan hewan tambah gajah kemarin sana htm masuk safari beach jateng 50,positif,positif,positif
"Kawasannya bagus banget untuk healing apapagi pas senja. Mereka menyediakan tempat dengan beanbag yg nyaman dan kursi"" yg cukup banyak untuk pengunjung saat melepas penat setelah berkeliling atau melihat beberapa pertunjukan hewan. Namun, ",kawasan bagus banget healing apapagi pas senja sedia beanbag yg nyaman kursi yg unjung lepas penat keliling tunjuk hewan,positif,positif,positif
"Tempatnya asyik disisi utara jawa....mantap cocok untuk healing dengan keluarga...
Tiket masuk 50.000 ",tempat asyik sisi utara jawamantap cocok healing keluargatiket masuk 50000,positif,positif,positif
Taman safari selain TMII... Ada di kota Batang lhoo,taman safari tmii kota batang lhoo,positif,positif,positif
Bisa buat sarana edukasi anak,sarana edukasi anak,positif,positif,positif
Lumayan,lumayan,positif,positif,positif
"Luas bagus nyaman semilir, parkiran jozzz",luas bagus nyaman milir parkir jozzz,positif,positif,positif
Sudah jauh lebih bersih,bersih,positif,positif,positif
"Nonton lumba lumba, dan pertunjukan hewan lain",nonton lumba lumba tunjuk hewan,positif,positif,positif
Harga tiket masih terjangkau untuk safari kampung,harga tiket jangkau safari kampung,positif,positif,positif
...memangkas,mangkas,positif,positif,positif
"Atraksi satwanya menarik dan edukatif, harga tiket juga terjangkau ditambah bisa sekaligus main air di pantai sesuai namanya safari beach. Petugasnya juga ramah dan informatif, cukup sigap juga, cuma trek buat pejalan kakinya banyak yg blm ",atraksi satwa tarik edukatif harga tiket jangkau tambah main air pantai sesuai nama safari beach tugas ramah informatif sigap trek pejal kaki yg blm,positif,positif,positif
Satpam galak,satpam galak,negatif,positif,positif
"Murah tarifnya, bagus dan bersih pantainya.",murah tarif bagus bersih pantai,positif,positif,positif
tempat yang bagus untuk akhir pekan,bagus pekan,positif,positif,positif
Pantainya bersih & fasilitas lumayan komplit. Tolong hewan di kebun binatangnya diperbanyak lg jenisnya.,pantai bersih fasilitas lumayan komplit tolong hewan kebun binatang banyak lg jenis,positif,positif,positif
Wisata edukasi yang bagus,wisata edukasi bagus,positif,positif,positif
Sekarang sudah jaub lebih bagus... area pantai di bangun untuk  area resto  pinggir pantai,jaub bagus area pantai bangun area resto pinggir pantai,positif,positif,positif
"Mungkin penataan untuk mini zoo lbh rapi lagi dan lbh menarik, bersih.. Untuk atraksi lumba-lumba dan satwa klo bisa jangan mepet jam nya ya min.. Terimakasih min..",tata mini zoo lbh rapi lbh tarik bersih atraksi lumbalumba satwa klo mepet jam nya ya min terimakasih min,positif,positif,positif
Bagus tambah binatangnya biar asik lagi,bagus binatang biar asik,positif,positif,positif
Asik.ada live musiknya pas hari minggu,asikada live musik pas minggu,positif,positif,positif
Tidak berkunjung tetapi harus menggunakan lokasi untuk gojek. Semua hewan yang ditangkap harus dibebaskan. Kondisinya tidak baik bagi mereka.,kunjung lokasi gojek hewan tangkap bebas kondisi,negatif,positif,positif
"Seru, rame dan asikkkk,... Semoga kedepan lebih lengkap lagi ada playground nya juga..",seru rame asikkkk moga depan lengkap playground nya,positif,positif,positif
Tempat nya bagus alternatif wisata di Jawa Tengah...tiket lumayan murah untuk ukuran tempat wisata,nya bagus alternatif wisata jawa tengahtiket lumayan murah ukur wisata,positif,positif,positif
seru pinggir pantai lokasinya,seru pinggir pantai lokasi,positif,positif,positif
"Pantai ny enak, banyak pohon jadi adem. Hewan di zoo ga banyak dan beberapa kondisi kurang sehat. Atraksi lumba2 seru, syg anak pas ngantuk..rasa makanan kurang cocok di lidah..",pantai ny enak pohon adem hewan zoo ga kondisi sehat atraksi lumba2 seru syg anak pas ngantukrasa makan cocok lidah,positif,positif,positif
OKE,oke,positif,positif,positif
"Pantainya bagus, bersih, makanan tidak terlalu mahal.. Mini zoo nya perlu ditambah dan diperluas",pantai bagus bersih makan mahal mini zoo nya tambah luas,positif,positif,positif
"Baru pertama kali k sini krn liat postingan tiktok.
Tempat luasssss, hewannya banyak.
Bagus utk ukuran jateng. Biasanya liat ky gini kl ga di Jabar ya di Jatim ",kali k krn liat postingan tiktoktempat luasssss hewan banyakbagus utk ukur jateng liat ky gin kl ga jabar ya jatim,positif,positif,positif
Seruuuuu,seruuuuu,positif,positif,positif
"Untuk area bilas dan kamar mandi bisa lebih dilengkapi, sebab habis main di pantai tidak ada kamar mandinya",area bilas kamar mandi lengkap habis main pantai kamar mandi,positif,positif,positif
Cocok untuk keluarga,cocok keluarga,positif,positif,positif
"First timer. Pesan tiket via online, 50k/person, dpt kupon feeding animal + kupon FnB senilai 10k .. klo beli tiket on the spot ndak dpt kupon.
Lokasi pinggir pantai, sejuk banyak pepohonan rindang.  Masuk area disambut oleh ",first timer pesan tiket via online 50kperson dpt kupon feeding animal kupon fnb nila 10k klo beli tiket on the spot ndak dpt kuponlokasi pinggir pantai sejuk pohon rindang masuk area sambut,positif,positif,positif
"Safari beach jateng ini setau saya ikut dalam grup taman safari indonesia, tapi tak seperti yang diharapkan seperti taman safari indonesia lainya yang benar benar banyak hewan nya, disini aneka hewannya relatif sedikit varianya dan juga ",safari beach jateng tau grup taman safari indonesia harap taman safari indonesia lai hewan nya aneka hewan relatif varia,positif,positif,positif
"Tempatnya bagus, bersih, luas .
Tiket masuk 50k weekend & weekdays sama.. dapet voucer makanan senilai 10rb, bisa dipakai di semua tenant yg ada dilokasi, ",tempat bagus bersih luas tiket masuk 50k weekend weekdays dapet voucer makan nila 10rb pakai tenant yg lokasi,positif,positif,positif
Mantab tempatnya nyaman di kunjungi Enak buat nyantai ?? ,mantab tempat nyaman kunjung enak nyantai,positif,positif,positif
Wisata pantai yang lumayan lengkap wahananya... ada pertunjukan Dolphine juga lho...,wisata pantai lumayan lengkap wahana tunjuk dolphine lho,positif,positif,positif
"Pertama kali ke Safari Beach Jateng sangat senang sekali, apalagi mengajak anak-anak untuk mengenal satwa langka. Anak-anak juga bisa merasakan naik gajah, unta, kuda poni dan foto bersama lumba-lumba. Ada juga berbagai macam pertunjukan ",kali safari beach jateng senang ajak anakanak kenal satwa langka anakanak rasa gajah unta kuda poni foto lumbalumba tunjuk,positif,positif,positif
"Tiket masuk area pantai 5rb/org, tiket masuk lokasi 50rb/org sudah dpt voucher 10rb yg dpt ditukar makanan, parkir 10rb. Ada mesin EDC dipintu tiket kalau lupa bawa cash untuk beli tiket. Hehehe... Di dalam lokasi ada beberapa atraksi hewan ",tiket masuk area pantai 5rborg tiket masuk lokasi 50rborg dpt voucher 10rb yg dpt tukar makan parkir 10rb mesin edc pintu tiket lupa bawa cash beli tiket hehehe lokasi atraksi hewan,positif,positif,positif
Atas...,,positif,positif,positif
"Lokasinya mudah dicari.
Tempat parkir luas.
Sebelum bayar tiket masuk Safari Beach Jateng, harus bayar dulu tiket masuk area ",lokasi mudah dicaritempat parkir luassebelum bayar tiket masuk safari beach jateng bayar tiket masuk area,positif,positif,positif
"Hari Minggu kmrn kita keluarga besar kesini. Tempatnya ok. Bagus utk edukasi anak. Parkir luas. Over all bagus dan sejuk.
Saran : ",minggu kmrn keluarga kesini tempat ok bagus utk edukasi anak parkir luas over all bagus sejuksaran,positif,positif,positif
"Thank you. Selain zoo, bisa main pasir di pantai. Semoga ke depannya, lebih banyak lagi binatang n show2 nya.",thank you zoo main pasir pantai moga depan binatang n show2 nya,positif,positif,positif
"sebenarnya tempat menarik unt mengajak keluarga wisata pantai dan melihat aneka satwa....
Yg tidak sy suka pengelola menempel stiker dibelakang mobil mobil tanpa ijin ",tarik unt ajak keluarga wisata pantai aneka satwayg sy suka kelola tempel stiker belakang mobil mobil ijin,negatif,positif,positif
Siip,siip,positif,positif,positif
"Lumayan bisa untuk liburan bareng anak"",, deket jg dr rumah,,",lumayan libur bareng anak deket jg dr rumah,positif,positif,positif
Blm komplit blm ada jerapah tp asik murah jg,blm komplit blm jerapah tp asik murah jg,positif,positif,positif
Wahana edukasi satwa untuk keluarga yang menarik. Recommended.,wahana edukasi satwa keluarga tarik recommended,positif,positif,positif
"Tempat bersih,aman buat anak2 bermain di pantai,banyak binatang nya,jg ada pertunjukan burung2 pemangsa show nya,serta lumba2 nya sangat menghibur",bersihaman anak2 main pantaibanyak binatang nyajg tunjuk burung2 mangsa show nyaserta lumba2 nya hibur,positif,positif,positif
"Bagus, mengedukasi dan terjangkau...",bagus edukasi jangkau,positif,positif,positif
"Tempat yang familyable banget. Tempat nya bersih, nyaman, fasilitas sangat lengkap. Area parkir luas, bersih dan tertata rapi. Mushola bersih, peralatan sholat lengkap, area wudhu juga bersih. Area pantai tempat nya sangat sangat cozy, ",familyable banget nya bersih nyaman fasilitas lengkap area parkir luas bersih tata rapi mushola bersih alat sholat lengkap area wudhu bersih area pantai nya cozy,positif,positif,positif
Cocok utk anak2,cocok utk anak2,positif,positif,positif
Oke,oke,positif,positif,positif
Bagus..,bagus,positif,positif,positif
?? ,,positif,positif,positif
"Harga tiket masuk tanpa nonton pertunjukan lumba"" berapa kak?",harga tiket masuk nonton tunjuk lumba kak,positif,positif,positif
Safari Beach Jateng atau Batang Safari @safaribeachjateng merupakan wahana kombinasi wisata pantai dan taman safari. Terletak di jalan penghubung pantai sigandu dan ujung negoro. Cuma 20 menit dari pekalongan maupun batang. Jika masuk ,safari beach jateng batang safari wahana kombinasi wisata pantai taman safari letak jalan hubung pantai sigandu ujung negoro 20 menit kalong batang masuk,positif,positif,positif
Tempatnya bagus...  Bisa untuk edukasi anak sambil wisata,tempat bagus edukasi anak wisata,positif,positif,positif
Lokasi Alternatif berwisata di area jawa tengah..semoga semakin lebih baik,lokasi alternatif wisata area jawa tengahsemoga,positif,positif,positif
Keren,keren,positif,positif,positif
Bagus untuk sekedar menikmati pantai sambil lihat beberapa koleksi satwa yg cukup banyak,bagus dar nikmat pantai lihat koleksi satwa yg,positif,positif,positif
Tempat nya bagus...saran untuk spot foto burung macaw jangan sampai melukai pengunjung apalagi anak2 ...tolong lebih diperhatikan lagi keselamatan penikmat foto burung macaw.. Terimakasih untuk dokter cantik yang sudah merawat luka di ,nya bagussaran spot foto burung macaw luka unjung anak2 tolong perhati selamat nikmat foto burung macaw terimakasih dokter cantik rawat luka,positif,positif,positif
Tempat nyaman dan bersih. Pelayanan bagus. Hanya saja harga tiket kemahalan dan juga koleksi satwanya kurang lengkap. Sekelas gembiraloka Yogyakarta aja tiketnya cuma 30 ribu.,nyaman bersih layan bagus harga tiket mahal koleksi satwa lengkap kelas gembiraloka yogyakarta aja tiket 30 ribu,positif,positif,positif
"Tempatnya Asri, meskipun di Pantai",tempat asri pantai,positif,positif,positif
Bagus bisa langsung main di pasir laut nya juga bagus ???? ,bagus langsung main pasir laut nya bagus,positif,positif,positif
"Bersih pantai nya,,",bersih pantai nya,positif,positif,positif
Terjangkau,jangkau,positif,positif,positif
mantap,mantap,positif,positif,positif
Bagus tempat nyaman,bagus nyaman,positif,positif,positif
Salah satu pantai yang menarik untuk dikunjungi di Jateng,salah pantai tarik kunjung jateng,positif,positif,positif
Mini zoo sekaligus wisata pantai .. bisa dibilang komplit lah apalagi ada dolphins center .. yg jelas buat wisata edukasi anak2 cocok sekali .. tidka perlu jauh2 k Taman Safari atw Ancol .. sukaaaa,mini zoo wisata pantai bilang komplit dolphins center yg wisata edukasi anak2 cocok tidka jauh2 k taman safari atw ancol sukaaaa,positif,positif,positif
"Tempat rekreasi pantai yg dikelola oleh taman safari indonesia dg view yg bagus,sejuk dan dilengkapi dg mini zoo dg berbagai hewan2 seperti gajah, harimau, rusa, dll. Ada atraksi lumba2 dan burung pemangsa pada jam2 tertentu, dan ada pertunjukan fire dance di mlm hari..",rekreasi pantai yg kelola taman safari indonesia dg view yg bagussejuk lengkap dg mini zoo dg hewan2 gajah harimau rusa dll atraksi lumba2 burung mangsa jam2 tunjuk fire dance mlm,positif,positif,positif
"Sempurna untuk liburan keluarga, ada pantai aman untuk anak2 , kebun binatang lengkap dengan atraksi lumba2, live music, resto cafe, tempat nyaman bersih",sempurna libur keluarga pantai aman anak2 kebun binatang lengkap atraksi lumba2 live music resto cafe nyaman bersih,positif,positif,positif
Bagus,bagus,positif,positif,positif
Bagus,bagus,positif,positif,positif
Cocok buat berlibur dan belajar,cocok libur ajar,positif,positif,positif
"Bagus, bersih, sayang hrg makanan mahal dan jmlh tenantnya sedikit.",bagus bersih sayang hrg makan mahal jmlh tenantnya,positif,positif,positif
Tempat wisata keluarga dengan pemandangan pantai yg menawan.,wisata keluarga pandang pantai yg tawan,positif,positif,positif
"Oke temen2   aku mau recomendasiin  tempat  wisata  buat   keluarga  nich ...
Karena  memang ini tempatnya menurut aku paket komplit banget
Ada  bonbinnya ",oke temen2 recomendasiin wisata keluarga nich tempat paket komplit bangetada bonbinnya,positif,positif,positif
"Di sini Anda bisa menikmati pertunjukan burung pemangsa liar, lumba-lumba, kakatua .
Sanfat cocok untuk pendidikan lingkungan hidup dan pelestarian satwa liar.",nikmat tunjuk burung mangsa liar lumbalumba kakatua sanfat cocok didik lingkung hidup lestari satwa liar,positif,positif,positif
Oke pokoke luur,oke pokoke luur,positif,positif,positif
Bagus,bagus,positif,positif,positif
murah keren anak senang ibu tenang,murah keren anak senang tenang,positif,positif,positif
Tempat asyikk..,asyikk,positif,positif,positif
"Keren si tempatnya, ada show 3 show yang bisa di tonton yaitu: lumba-lumba, burung & hewan. Kami sekeluarga pas datang nya hari Minggu jadi ada show fire dance jam 19.00, jadi seharian kami di sini. Makan juga banyak pilihan karena ada bazar makanan. Harga tiket sesuai, ga terlalu mahal.",keren si tempat show 3 show tonton lumbalumba burung hewan keluarga pas nya minggu show fire dance jam 1900 hari makan pilih bazar makan harga tiket sesuai ga mahal,positif,positif,positif
Tempat favorit buat santai berjam jam,favorit santai jam jam,positif,positif,positif
