content,score,clean_text,token,stopword_removal,stemming
"Update aplikasi yg ini, sangat jelek karena tidak bisa lanfsung link ke email utk opennya harus lewat browser dulu, lalu ada pesan button lanjut aplikasi jobstreet, lalu buka playstore dulu baru buka aplikasi jobstreet gimana itu? Aplikasi sebelumnya bisa langsung daru notifikasi dari email diklik langsung membuka aplikasi jobstreet. Ini pasti ada kesalahan besar di update aplikasi yg ini ????",1,update aplikasi yg ini sangat jelek karena tidak bisa lanfsung link ke email utk opennya harus lewat browser dulu lalu ada pesan button lanjut aplikasi jobstreet lalu buka playstore dulu baru buka aplikasi jobstreet gimana itu aplikasi sebelumnya bisa langsung daru notifikasi dari email diklik langsung membuka aplikasi jobstreet ini pasti ada kesalahan besar di update aplikasi yg ini,"['update', 'aplikasi', 'yg', 'ini', 'sangat', 'jelek', 'karena', 'tidak', 'bisa', 'lanfsung', 'link', 'ke', 'email', 'utk', 'opennya', 'harus', 'lewat', 'browser', 'dulu', 'lalu', 'ada', 'pesan', 'button', 'lanjut', 'aplikasi', 'jobstreet', 'lalu', 'buka', 'playstore', 'dulu', 'baru', 'buka', 'aplikasi', 'jobstreet', 'gimana', 'itu', 'aplikasi', 'sebelumnya', 'bisa', 'langsung', 'daru', 'notifikasi', 'dari', 'email', 'diklik', 'langsung', 'membuka', 'aplikasi', 'jobstreet', 'ini', 'pasti', 'ada', 'kesalahan', 'besar', 'di', 'update', 'aplikasi', 'yg', 'ini']","['update', 'aplikasi', 'yg', 'sangat', 'jelek', 'lanfsung', 'link', 'email', 'utk', 'opennya', 'lewat', 'browser', 'dulu', 'lalu', 'pesan', 'button', 'lanjut', 'aplikasi', 'jobstreet', 'lalu', 'buka', 'playstore', 'dulu', 'baru', 'buka', 'aplikasi', 'jobstreet', 'gimana', 'aplikasi', 'sebelumnya', 'langsung', 'daru', 'notifikasi', 'email', 'diklik', 'langsung', 'membuka', 'aplikasi', 'jobstreet', 'kesalahan', 'besar', 'update', 'aplikasi', 'yg']","['update', 'aplikasi', 'yg', 'sangat', 'jelek', 'lanfsung', 'link', 'email', 'utk', 'open', 'lewat', 'browser', 'dulu', 'lalu', 'pesan', 'button', 'lanjut', 'aplikasi', 'jobstreet', 'lalu', 'buka', 'playstore', 'dulu', 'baru', 'buka', 'aplikasi', 'jobstreet', 'gimana', 'aplikasi', 'belum', 'langsung', 'daru', 'notifikasi', 'email', 'klik', 'langsung', 'buka', 'aplikasi', 'jobstreet', 'salah', 'besar', 'update', 'aplikasi', 'yg']"
Kembalikan jobstreet yang dulu :( sekarang kek ribet banget lebih enak jobstreet yang dulu,4,kembalikan jobstreet yang dulu  sekarang kek ribet banget lebih enak jobstreet yang dulu,"['kembalikan', 'jobstreet', 'yang', 'dulu', 'sekarang', 'kek', 'ribet', 'banget', 'lebih', 'enak', 'jobstreet', 'yang', 'dulu']","['kembalikan', 'jobstreet', 'dulu', 'sekarang', 'kek', 'ribet', 'banget', 'lebih', 'enak', 'jobstreet', 'dulu']","['kembali', 'jobstreet', 'dulu', 'sekarang', 'kek', 'ribet', 'banget', 'lebih', 'enak', 'jobstreet', 'dulu']"
Apabila ada peluang kabari saya by mail,4,apabila ada peluang kabari saya by mail,"['apabila', 'ada', 'peluang', 'kabari', 'saya', 'by', 'mail']","['apabila', 'peluang', 'kabari', 'by', 'mail']","['apabila', 'peluang', 'kabar', 'by', 'mail']"
"Setelah di update bukan makin bagus malah makin kacau, tidak bisa filter berbagai kota dalam sekali cari, tidak bisa melihat jabatan apa yang di butuhkan perusahaan, untuk sampai lamaran terkirim saja harus ada beberapa proses, lebih baik pakai versi yang lama saja daripada menyulitkan pengguna",1,setelah di update bukan makin bagus malah makin kacau tidak bisa filter berbagai kota dalam sekali cari tidak bisa melihat jabatan apa yang di butuhkan perusahaan untuk sampai lamaran terkirim saja harus ada beberapa proses lebih baik pakai versi yang lama saja daripada menyulitkan pengguna,"['setelah', 'di', 'update', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'kacau', 'tidak', 'bisa', 'filter', 'berbagai', 'kota', 'dalam', 'sekali', 'cari', 'tidak', 'bisa', 'melihat', 'jabatan', 'apa', 'yang', 'di', 'butuhkan', 'perusahaan', 'untuk', 'sampai', 'lamaran', 'terkirim', 'saja', 'harus', 'ada', 'beberapa', 'proses', 'lebih', 'baik', 'pakai', 'versi', 'yang', 'lama', 'saja', 'daripada', 'menyulitkan', 'pengguna']","['update', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'kacau', 'filter', 'berbagai', 'kota', 'sekali', 'cari', 'melihat', 'jabatan', 'apa', 'butuhkan', 'perusahaan', 'lamaran', 'terkirim', 'beberapa', 'proses', 'lebih', 'baik', 'pakai', 'versi', 'lama', 'menyulitkan', 'pengguna']","['update', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'kacau', 'filter', 'bagai', 'kota', 'sekali', 'cari', 'lihat', 'jabat', 'apa', 'butuh', 'usaha', 'lamar', 'kirim', 'beberapa', 'proses', 'lebih', 'baik', 'pakai', 'versi', 'lama', 'sulit', 'guna']"
after update I can't log in back 🙃,1,after update i cant log in back 🙃,"['after', 'update', 'i', 'cant', 'log', 'in', 'back', '🙃']","['after', 'update', 'i', 'cant', 'log', 'in', 'back', '🙃']","['after', 'update', 'i', 'cant', 'log', 'in', 'back', '']"
Hallo Jobstreet....ada apa dengan kamu ?! Kenapa setelah di upgrade malah mengalami kemunduran...? Saya ingin membuka akun saya tapi loading terus... Sungguh payah. Maaf Bintang nya saya turun kan dari 5 ke 1 ya. Terima kasih,1,hallo jobstreetada apa dengan kamu  kenapa setelah di upgrade malah mengalami kemunduran saya ingin membuka akun saya tapi loading terus sungguh payah maaf bintang nya saya turun kan dari  ke  ya terima kasih,"['hallo', 'jobstreetada', 'apa', 'dengan', 'kamu', 'kenapa', 'setelah', 'di', 'upgrade', 'malah', 'mengalami', 'kemunduran', 'saya', 'ingin', 'membuka', 'akun', 'saya', 'tapi', 'loading', 'terus', 'sungguh', 'payah', 'maaf', 'bintang', 'nya', 'saya', 'turun', 'kan', 'dari', 'ke', 'ya', 'terima', 'kasih']","['hallo', 'jobstreetada', 'apa', 'kamu', 'upgrade', 'malah', 'mengalami', 'kemunduran', 'membuka', 'akun', 'loading', 'terus', 'sungguh', 'payah', 'maaf', 'bintang', 'nya', 'turun', 'kan', 'terima', 'kasih']","['hallo', 'jobstreetada', 'apa', 'kamu', 'upgrade', 'malah', 'alami', 'mundur', 'buka', 'akun', 'loading', 'terus', 'sungguh', 'payah', 'maaf', 'bintang', 'nya', 'turun', 'kan', 'terima', 'kasih']"
Kerennnn selalu dan sukses,5,kerennnn selalu dan sukses,"['kerennnn', 'selalu', 'dan', 'sukses']","['kerennnn', 'selalu', 'sukses']","['kerennnn', 'selalu', 'sukses']"
Kenapa begitu di update saya tidak bisa masuk lg? Tolong bantu saya open lg akun saya,1,kenapa begitu di update saya tidak bisa masuk lg tolong bantu saya open lg akun saya,"['kenapa', 'begitu', 'di', 'update', 'saya', 'tidak', 'bisa', 'masuk', 'lg', 'tolong', 'bantu', 'saya', 'open', 'lg', 'akun', 'saya']","['update', 'masuk', 'lg', 'bantu', 'open', 'lg', 'akun']","['update', 'masuk', 'lg', 'bantu', 'open', 'lg', 'akun']"
Kenapa saya tidak bisa login kembali stlh update?? Ketika ingin login apk hanya loading saja.mohon bantuannya.thx,3,kenapa saya tidak bisa login kembali stlh update ketika ingin login apk hanya loading sajamohon bantuannyathx,"['kenapa', 'saya', 'tidak', 'bisa', 'login', 'kembali', 'stlh', 'update', 'ketika', 'ingin', 'login', 'apk', 'hanya', 'loading', 'sajamohon', 'bantuannyathx']","['login', 'stlh', 'update', 'login', 'apk', 'loading', 'sajamohon', 'bantuannyathx']","['login', 'stlh', 'update', 'login', 'apk', 'loading', 'sajamohon', 'bantuannyathx']"
kenapa susah banget si mau login? abis update gabisa bisa nih login akun buat ngelamar min,5,kenapa susah banget si mau login abis update gabisa bisa nih login akun buat ngelamar min,"['kenapa', 'susah', 'banget', 'si', 'mau', 'login', 'abis', 'update', 'gabisa', 'bisa', 'nih', 'login', 'akun', 'buat', 'ngelamar', 'min']","['susah', 'banget', 'si', 'mau', 'login', 'abis', 'update', 'gabisa', 'nih', 'login', 'akun', 'buat', 'ngelamar', 'min']","['susah', 'banget', 'si', 'mau', 'login', 'abis', 'update', 'gabisa', 'nih', 'login', 'akun', 'buat', 'ngelamar', 'min']"
"Setelah diperbaharui mau masukin aku malah lemot, bukannya makin bagus malah makin lemot",1,setelah diperbaharui mau masukin aku malah lemot bukannya makin bagus malah makin lemot,"['setelah', 'diperbaharui', 'mau', 'masukin', 'aku', 'malah', 'lemot', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'lemot']","['diperbaharui', 'mau', 'masukin', 'aku', 'malah', 'lemot', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'lemot']","['baharu', 'mau', 'masukin', 'aku', 'malah', 'lot', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'lot']"
"sejak jobstreet ada perubahan sistem per tgl 20 november 2023, saya gak bisa login dari laptop, kalo login dari hp bisa, kenapa bisa begitu yah .",3,sejak jobstreet ada perubahan sistem per tgl  november  saya gak bisa login dari laptop kalo login dari hp bisa kenapa bisa begitu yah,"['sejak', 'jobstreet', 'ada', 'perubahan', 'sistem', 'per', 'tgl', 'november', 'saya', 'gak', 'bisa', 'login', 'dari', 'laptop', 'kalo', 'login', 'dari', 'hp', 'bisa', 'kenapa', 'bisa', 'begitu', 'yah']","['sejak', 'jobstreet', 'perubahan', 'sistem', 'per', 'tgl', 'november', 'gak', 'login', 'laptop', 'kalo', 'login', 'hp', 'yah']","['sejak', 'jobstreet', 'ubah', 'sistem', 'per', 'tgl', 'november', 'gak', 'login', 'laptop', 'kalo', 'login', 'hp', 'yah']"
Sejak update malah GK bsa login...aneh bgt malah ngeblenk...,2,sejak update malah gk bsa loginaneh bgt malah ngeblenk,"['sejak', 'update', 'malah', 'gk', 'bsa', 'loginaneh', 'bgt', 'malah', 'ngeblenk']","['sejak', 'update', 'malah', 'gk', 'bsa', 'loginaneh', 'bgt', 'malah', 'ngeblenk']","['sejak', 'update', 'malah', 'gk', 'bsa', 'loginaneh', 'bgt', 'malah', 'ngeblenk']"
Berpengalaman10 tahun dari driver,5,berpengalaman tahun dari driver,"['berpengalaman', 'tahun', 'dari', 'driver']","['berpengalaman', 'tahun', 'driver']","['alam', 'tahun', 'driver']"
Sangat membantu sekali,5,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']"
Aplikasi seperti tidak ada kepastian,1,aplikasi seperti tidak ada kepastian,"['aplikasi', 'seperti', 'tidak', 'ada', 'kepastian']","['aplikasi', 'kepastian']","['aplikasi', 'pasti']"
Kenapa skrg banyak update yah developer,5,kenapa skrg banyak update yah developer,"['kenapa', 'skrg', 'banyak', 'update', 'yah', 'developer']","['skrg', 'banyak', 'update', 'yah', 'developer']","['skrg', 'banyak', 'update', 'yah', 'developer']"
"Pembaruannya ok, cuman riwayat pekerjaannya ga bisa di hapus kah? Adanya pilihan ubah doang, mo hapus tp ga bisa",4,pembaruannya ok cuman riwayat pekerjaannya ga bisa di hapus kah adanya pilihan ubah doang mo hapus tp ga bisa,"['pembaruannya', 'ok', 'cuman', 'riwayat', 'pekerjaannya', 'ga', 'bisa', 'di', 'hapus', 'kah', 'adanya', 'pilihan', 'ubah', 'doang', 'mo', 'hapus', 'tp', 'ga', 'bisa']","['pembaruannya', 'cuman', 'riwayat', 'pekerjaannya', 'ga', 'hapus', 'adanya', 'pilihan', 'ubah', 'doang', 'mo', 'hapus', 'tp', 'ga']","['baru', 'cuman', 'riwayat', 'kerja', 'ga', 'hapus', 'ada', 'pilih', 'ubah', 'doang', 'mo', 'hapus', 'tp', 'ga']"
"Hadeeehhh, update ui baru skrg nyari history lamaran jadi ada batasnya, gk bisa liat yg lebih lama. Padahal PENTING. Tiba ada panggilan, bisa ngecek dulu bener gk gue ngelamar di PT ini, bisa persiapan lihat jobdescnya. SKRG JADI GK BISA .",1,hadeeehhh update ui baru skrg nyari history lamaran jadi ada batasnya gk bisa liat yg lebih lama padahal penting tiba ada panggilan bisa ngecek dulu bener gk gue ngelamar di pt ini bisa persiapan lihat jobdescnya skrg jadi gk bisa,"['hadeeehhh', 'update', 'ui', 'baru', 'skrg', 'nyari', 'history', 'lamaran', 'jadi', 'ada', 'batasnya', 'gk', 'bisa', 'liat', 'yg', 'lebih', 'lama', 'padahal', 'penting', 'tiba', 'ada', 'panggilan', 'bisa', 'ngecek', 'dulu', 'bener', 'gk', 'gue', 'ngelamar', 'di', 'pt', 'ini', 'bisa', 'persiapan', 'lihat', 'jobdescnya', 'skrg', 'jadi', 'gk', 'bisa']","['hadeeehhh', 'update', 'ui', 'baru', 'skrg', 'nyari', 'history', 'lamaran', 'jadi', 'batasnya', 'gk', 'liat', 'yg', 'lebih', 'lama', 'padahal', 'penting', 'tiba', 'panggilan', 'ngecek', 'dulu', 'bener', 'gk', 'gue', 'ngelamar', 'pt', 'persiapan', 'lihat', 'jobdescnya', 'skrg', 'jadi', 'gk']","['hadeeehhh', 'update', 'ui', 'baru', 'skrg', 'nyari', 'history', 'lamar', 'jadi', 'batas', 'gk', 'liat', 'yg', 'lebih', 'lama', 'padahal', 'penting', 'tiba', 'panggil', 'ngecek', 'dulu', 'bener', 'gk', 'gue', 'ngelamar', 'pt', 'siap', 'lihat', 'jobdescnya', 'skrg', 'jadi', 'gk']"
"Setelah updet ribet , saya suka dulu karna simple, Slogan indonesia kalau ada yang ribet kenapa di buat gampang 🤣",1,setelah updet ribet  saya suka dulu karna simple slogan indonesia kalau ada yang ribet kenapa di buat gampang 🤣,"['setelah', 'updet', 'ribet', 'saya', 'suka', 'dulu', 'karna', 'simple', 'slogan', 'indonesia', 'kalau', 'ada', 'yang', 'ribet', 'kenapa', 'di', 'buat', 'gampang', '🤣']","['updet', 'ribet', 'suka', 'dulu', 'karna', 'simple', 'slogan', 'indonesia', 'kalau', 'ribet', 'buat', 'gampang', '🤣']","['updet', 'ribet', 'suka', 'dulu', 'karna', 'simple', 'slogan', 'indonesia', 'kalau', 'ribet', 'buat', 'gampang', '']"
Setelah diupdate kok malah gak bisa login? Muter² terus,4,setelah diupdate kok malah gak bisa login muter² terus,"['setelah', 'diupdate', 'kok', 'malah', 'gak', 'bisa', 'login', 'muter²', 'terus']","['diupdate', 'kok', 'malah', 'gak', 'login', 'muter²', 'terus']","['diupdate', 'kok', 'malah', 'gak', 'login', 'muter', 'terus']"
"Jobstreet sukses selalu berkarya,,,,,mantaaaaaaapppppp,,,,,,",5,jobstreet sukses selalu berkaryamantaaaaaaapppppp,"['jobstreet', 'sukses', 'selalu', 'berkaryamantaaaaaaapppppp']","['jobstreet', 'sukses', 'selalu', 'berkaryamantaaaaaaapppppp']","['jobstreet', 'sukses', 'selalu', 'berkaryamantaaaaaaapppppp']"
"Disuruh update, sudah update malah gak bisa login",1,disuruh update sudah update malah gak bisa login,"['disuruh', 'update', 'sudah', 'update', 'malah', 'gak', 'bisa', 'login']","['disuruh', 'update', 'update', 'malah', 'gak', 'login']","['suruh', 'update', 'update', 'malah', 'gak', 'login']"
Ko semenjak update tidak ada data informasi perusahaan yang mau kita apply. Dimana y liatnya?,3,ko semenjak update tidak ada data informasi perusahaan yang mau kita apply dimana y liatnya,"['ko', 'semenjak', 'update', 'tidak', 'ada', 'data', 'informasi', 'perusahaan', 'yang', 'mau', 'kita', 'apply', 'dimana', 'y', 'liatnya']","['ko', 'semenjak', 'update', 'data', 'informasi', 'perusahaan', 'mau', 'apply', 'y', 'liatnya']","['ko', 'semenjak', 'update', 'data', 'informasi', 'usaha', 'mau', 'apply', 'y', 'liat']"
"Saya pernah pkl 6 bulan selama menempuh pendidikan s1.. bekerja admin lampung news paper, marketing home credit ( teleseles), oprator blistering, stripsealing, oprator cetak prosuksi PT. Bayer indonesia",5,saya pernah pkl  bulan selama menempuh pendidikan s bekerja admin lampung news paper marketing home credit  teleseles oprator blistering stripsealing oprator cetak prosuksi pt bayer indonesia,"['saya', 'pernah', 'pkl', 'bulan', 'selama', 'menempuh', 'pendidikan', 's', 'bekerja', 'admin', 'lampung', 'news', 'paper', 'marketing', 'home', 'credit', 'teleseles', 'oprator', 'blistering', 'stripsealing', 'oprator', 'cetak', 'prosuksi', 'pt', 'bayer', 'indonesia']","['pernah', 'pkl', 'bulan', 'selama', 'menempuh', 'pendidikan', 's', 'bekerja', 'admin', 'lampung', 'news', 'paper', 'marketing', 'home', 'credit', 'teleseles', 'oprator', 'blistering', 'stripsealing', 'oprator', 'cetak', 'prosuksi', 'pt', 'bayer', 'indonesia']","['pernah', 'pkl', 'bulan', 'lama', 'tempuh', 'didik', 's', 'kerja', 'admin', 'lampung', 'news', 'paper', 'marketing', 'home', 'credit', 'teleseles', 'oprator', 'blistering', 'stripsealing', 'oprator', 'cetak', 'prosuksi', 'pt', 'bayer', 'indonesia']"
Terimakasih,5,terimakasih,['terimakasih'],['terimakasih'],['terimakasih']
Good,5,good,['good'],['good'],['good']
"Setelah update kok malah gak bisa login ?? Buffering terus mau di aplikasi ataupun google, bagaimana ini tolong diperbaiki",1,setelah update kok malah gak bisa login  buffering terus mau di aplikasi ataupun google bagaimana ini tolong diperbaiki,"['setelah', 'update', 'kok', 'malah', 'gak', 'bisa', 'login', 'buffering', 'terus', 'mau', 'di', 'aplikasi', 'ataupun', 'google', 'bagaimana', 'ini', 'tolong', 'diperbaiki']","['update', 'kok', 'malah', 'gak', 'login', 'buffering', 'terus', 'mau', 'aplikasi', 'ataupun', 'google', 'bagaimana', 'diperbaiki']","['update', 'kok', 'malah', 'gak', 'login', 'buffering', 'terus', 'mau', 'aplikasi', 'atau', 'google', 'bagaimana', 'baik']"
Good,5,good,['good'],['good'],['good']
Good,5,good,['good'],['good'],['good']
Tampilan Baru Malah Ribet tidak seperti dlu,1,tampilan baru malah ribet tidak seperti dlu,"['tampilan', 'baru', 'malah', 'ribet', 'tidak', 'seperti', 'dlu']","['tampilan', 'baru', 'malah', 'ribet', 'dlu']","['tampil', 'baru', 'malah', 'ribet', 'dlu']"
Kenapa setelah pembaharuan malah susah masuk di jobstret,2,kenapa setelah pembaharuan malah susah masuk di jobstret,"['kenapa', 'setelah', 'pembaharuan', 'malah', 'susah', 'masuk', 'di', 'jobstret']","['pembaharuan', 'malah', 'susah', 'masuk', 'jobstret']","['baharu', 'malah', 'susah', 'masuk', 'jobstret']"
Setelah update malah g bisa login,1,setelah update malah g bisa login,"['setelah', 'update', 'malah', 'g', 'bisa', 'login']","['update', 'malah', 'g', 'login']","['update', 'malah', 'g', 'login']"
"Cukup membantu, tapi sayang kenapa update terakhir ini untuk hari kerjanya malah di hilangkan, jadi gak tau itu perusahaan yg mau kita lamar 5hr kerja atau 6hr kerja",4,cukup membantu tapi sayang kenapa update terakhir ini untuk hari kerjanya malah di hilangkan jadi gak tau itu perusahaan yg mau kita lamar hr kerja atau hr kerja,"['cukup', 'membantu', 'tapi', 'sayang', 'kenapa', 'update', 'terakhir', 'ini', 'untuk', 'hari', 'kerjanya', 'malah', 'di', 'hilangkan', 'jadi', 'gak', 'tau', 'itu', 'perusahaan', 'yg', 'mau', 'kita', 'lamar', 'hr', 'kerja', 'atau', 'hr', 'kerja']","['cukup', 'membantu', 'sayang', 'update', 'terakhir', 'hari', 'kerjanya', 'malah', 'hilangkan', 'jadi', 'gak', 'tau', 'perusahaan', 'yg', 'mau', 'lamar', 'hr', 'kerja', 'hr', 'kerja']","['cukup', 'bantu', 'sayang', 'update', 'akhir', 'hari', 'kerja', 'malah', 'hilang', 'jadi', 'gak', 'tau', 'usaha', 'yg', 'mau', 'lamar', 'hr', 'kerja', 'hr', 'kerja']"
Kenapa hbis d update lokernya tidak sebanyak sebelum update,2,kenapa hbis d update lokernya tidak sebanyak sebelum update,"['kenapa', 'hbis', 'd', 'update', 'lokernya', 'tidak', 'sebanyak', 'sebelum', 'update']","['hbis', 'd', 'update', 'lokernya', 'sebanyak', 'update']","['hbis', 'd', 'update', 'lokernya', 'banyak', 'update']"
"Saya tidak bisa masuk ke akun baru kenapa ya?, Sekarang 18/03/2023 sudah bisa, terimakasih atas responnya dan saya berikan bintang 5 yang awalnya bintang 3 🙏, 22/11/23 kenapa sudah diperbaharui kok tidak bisa masuk?",5,saya tidak bisa masuk ke akun baru kenapa ya sekarang  sudah bisa terimakasih atas responnya dan saya berikan bintang  yang awalnya bintang  🙏  kenapa sudah diperbaharui kok tidak bisa masuk,"['saya', 'tidak', 'bisa', 'masuk', 'ke', 'akun', 'baru', 'kenapa', 'ya', 'sekarang', 'sudah', 'bisa', 'terimakasih', 'atas', 'responnya', 'dan', 'saya', 'berikan', 'bintang', 'yang', 'awalnya', 'bintang', '🙏', 'kenapa', 'sudah', 'diperbaharui', 'kok', 'tidak', 'bisa', 'masuk']","['masuk', 'akun', 'baru', 'sekarang', 'terimakasih', 'atas', 'responnya', 'berikan', 'bintang', 'awalnya', 'bintang', '🙏', 'diperbaharui', 'kok', 'masuk']","['masuk', 'akun', 'baru', 'sekarang', 'terimakasih', 'atas', 'responnya', 'ikan', 'bintang', 'awal', 'bintang', '', 'baharu', 'kok', 'masuk']"
"sesudah di updet knpa gak bisa masuk ya, padahal sebelum di updet aman dan bagus gampang buat ngelamar tapi semenjak di updet aku gak bisa lagi lamar kerja + susah buat masukin akun.",2,sesudah di updet knpa gak bisa masuk ya padahal sebelum di updet aman dan bagus gampang buat ngelamar tapi semenjak di updet aku gak bisa lagi lamar kerja  susah buat masukin akun,"['sesudah', 'di', 'updet', 'knpa', 'gak', 'bisa', 'masuk', 'ya', 'padahal', 'sebelum', 'di', 'updet', 'aman', 'dan', 'bagus', 'gampang', 'buat', 'ngelamar', 'tapi', 'semenjak', 'di', 'updet', 'aku', 'gak', 'bisa', 'lagi', 'lamar', 'kerja', 'susah', 'buat', 'masukin', 'akun']","['updet', 'knpa', 'gak', 'masuk', 'padahal', 'updet', 'aman', 'bagus', 'gampang', 'buat', 'ngelamar', 'semenjak', 'updet', 'aku', 'gak', 'lamar', 'kerja', 'susah', 'buat', 'masukin', 'akun']","['updet', 'knpa', 'gak', 'masuk', 'padahal', 'updet', 'aman', 'bagus', 'gampang', 'buat', 'ngelamar', 'semenjak', 'updet', 'aku', 'gak', 'lamar', 'kerja', 'susah', 'buat', 'masukin', 'akun']"
"Setelah di-update, info di dalamnya jadi ga sejelas sebelumnya. Jadi cuma sedikit bgt keterangannya. Makin nurun inimah",1,setelah diupdate info di dalamnya jadi ga sejelas sebelumnya jadi cuma sedikit bgt keterangannya makin nurun inimah,"['setelah', 'diupdate', 'info', 'di', 'dalamnya', 'jadi', 'ga', 'sejelas', 'sebelumnya', 'jadi', 'cuma', 'sedikit', 'bgt', 'keterangannya', 'makin', 'nurun', 'inimah']","['diupdate', 'info', 'dalamnya', 'jadi', 'ga', 'sejelas', 'sebelumnya', 'jadi', 'cuma', 'sedikit', 'bgt', 'keterangannya', 'makin', 'nurun', 'inimah']","['diupdate', 'info', 'dalam', 'jadi', 'ga', 'jelas', 'belum', 'jadi', 'cuma', 'sedikit', 'bgt', 'terang', 'makin', 'nurun', 'inimah']"
Kenapa msuk loading mlu padahal paket internetan kenceng sinyal pun penuh,1,kenapa msuk loading mlu padahal paket internetan kenceng sinyal pun penuh,"['kenapa', 'msuk', 'loading', 'mlu', 'padahal', 'paket', 'internetan', 'kenceng', 'sinyal', 'pun', 'penuh']","['msuk', 'loading', 'mlu', 'padahal', 'paket', 'internetan', 'kenceng', 'sinyal', 'penuh']","['msuk', 'loading', 'mlu', 'padahal', 'paket', 'internetan', 'kenceng', 'sinyal', 'penuh']"
Good,5,good,['good'],['good'],['good']
"Sruh update, pas di update malah login lagi pas login pasw+ email salah. Pdhal udah pke dr th 2009 . Anehhh bgt",2,sruh update pas di update malah login lagi pas login pasw email salah pdhal udah pke dr th   anehhh bgt,"['sruh', 'update', 'pas', 'di', 'update', 'malah', 'login', 'lagi', 'pas', 'login', 'pasw', 'email', 'salah', 'pdhal', 'udah', 'pke', 'dr', 'th', 'anehhh', 'bgt']","['sruh', 'update', 'pas', 'update', 'malah', 'login', 'pas', 'login', 'pasw', 'email', 'salah', 'pdhal', 'udah', 'pke', 'dr', 'th', 'anehhh', 'bgt']","['sruh', 'update', 'pas', 'update', 'malah', 'login', 'pas', 'login', 'pasw', 'email', 'salah', 'pdhal', 'udah', 'pke', 'dr', 'th', 'anehhh', 'bgt']"
Setelah di update kok gabisa digunakan ya? Bahkan login aja gabisa. Benerin server kalian dong ini,1,setelah di update kok gabisa digunakan ya bahkan login aja gabisa benerin server kalian dong ini,"['setelah', 'di', 'update', 'kok', 'gabisa', 'digunakan', 'ya', 'bahkan', 'login', 'aja', 'gabisa', 'benerin', 'server', 'kalian', 'dong', 'ini']","['update', 'kok', 'gabisa', 'digunakan', 'bahkan', 'login', 'aja', 'gabisa', 'benerin', 'server', 'kalian', 'dong']","['update', 'kok', 'gabisa', 'guna', 'bahkan', 'login', 'aja', 'gabisa', 'benerin', 'server', 'kalian', 'dong']"
sangat memuaskan,5,sangat memuaskan,"['sangat', 'memuaskan']","['sangat', 'memuaskan']","['sangat', 'muas']"
Saya memdapatkan banyak rizky dari sini,5,saya memdapatkan banyak rizky dari sini,"['saya', 'memdapatkan', 'banyak', 'rizky', 'dari', 'sini']","['memdapatkan', 'banyak', 'rizky', 'sini']","['memdapatkan', 'banyak', 'rizky', 'sini']"
"Daromi Domisili : BSI blok G 1 no 46 RT 001/012 Pengasinan Sawangan Depok. Tpt,/tgl lahir Boyolali 19 / 06 /1966,Bekerja di Bursa Efek Indonesia selama 25 tahun sebagai security Pendukung Pusdiklat sec Garda,lidho, penanganan kebakaran PT Baroon dll",5,daromi domisili  bsi blok g  no  rt  pengasinan sawangan depok tpttgl lahir boyolali    bekerja di bursa efek indonesia selama  tahun sebagai security pendukung pusdiklat sec gardalidho penanganan kebakaran pt baroon dll,"['daromi', 'domisili', 'bsi', 'blok', 'g', 'no', 'rt', 'pengasinan', 'sawangan', 'depok', 'tpttgl', 'lahir', 'boyolali', 'bekerja', 'di', 'bursa', 'efek', 'indonesia', 'selama', 'tahun', 'sebagai', 'security', 'pendukung', 'pusdiklat', 'sec', 'gardalidho', 'penanganan', 'kebakaran', 'pt', 'baroon', 'dll']","['daromi', 'domisili', 'bsi', 'blok', 'g', 'no', 'rt', 'pengasinan', 'sawangan', 'depok', 'tpttgl', 'lahir', 'boyolali', 'bekerja', 'bursa', 'efek', 'indonesia', 'selama', 'tahun', 'security', 'pendukung', 'pusdiklat', 'sec', 'gardalidho', 'penanganan', 'kebakaran', 'pt', 'baroon']","['daromi', 'domisili', 'bsi', 'blok', 'g', 'no', 'rt', 'asin', 'sawangan', 'depok', 'tpttgl', 'lahir', 'boyolali', 'kerja', 'bursa', 'efek', 'indonesia', 'lama', 'tahun', 'security', 'dukung', 'pusdiklat', 'sec', 'gardalidho', 'tangan', 'bakar', 'pt', 'baroon']"
sudah 20 lebih melamar ga ada hasil bintang 1 aja yahh,1,sudah  lebih melamar ga ada hasil bintang  aja yahh,"['sudah', 'lebih', 'melamar', 'ga', 'ada', 'hasil', 'bintang', 'aja', 'yahh']","['lebih', 'melamar', 'ga', 'hasil', 'bintang', 'aja', 'yahh']","['lebih', 'lamar', 'ga', 'hasil', 'bintang', 'aja', 'yahh']"
